time	status	via	script	note	pipeline_id	outfile	fileSize	ssearchClient	drsClient	wesClient
08/17/2020, 18:05:22	COMPLETED	py	FASPScript8.py	double submit	09e864c9-403d-481b-bdc9-0e6a205da764	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:07:28	COMPLETED	py	FASPScript8.py	double submit	b788a218-a8ce-496c-be84-8544f525c8e8	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:07:49	COMPLETED	py	FASPScript8.py	double submit	245c138c-ac05-425c-b604-a27b3abcbb61	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:08:43	COMPLETED	py	FASPScript8.py	double submit	51c17d69-067b-48e3-a760-6322d099938c	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:08:44	no id	py	FASPScript8.py	double submit	paste here	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/17/2020, 18:08:44	COMPLETED	py	FASPScript8.py	double submit	4bf345b2-646f-4123-b726-8b76635410e2	case_eb93df3d-9e25-4e4c-9a5d-350f296e5acf.txt	17311398680	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:08:45	no id	py	FASPScript8.py	double submit	paste here	case_eb93df3d-9e25-4e4c-9a5d-350f296e5acf.txt	17311398680	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/17/2020, 18:08:45	COMPLETED	py	FASPScript8.py	double submit	1b163fc1-99e9-41f7-b630-90ac117eca66	case_c462e422-eb8d-4daf-9897-2a9c6cbd783a.txt	15897657241	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:08:46	no id	py	FASPScript8.py	double submit	paste here	case_c462e422-eb8d-4daf-9897-2a9c6cbd783a.txt	15897657241	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/17/2020, 18:33:42	COMPLETED	py	FASPScript8.py	double submit	d06f83d2-5bd0-4525-87a9-8787be119f50	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:50:43	COMPLETED	py	FASPScript8.py	double submit	bb32c4f9-ef07-4ca0-8ec4-06fbd4df7024	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:50:44	no id	py	FASPScript8.py	double submit	paste here	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/17/2020, 18:50:44	COMPLETED	py	FASPScript8.py	double submit	9869039c-6c18-4e42-9fed-287e4c367a0e	case_eb93df3d-9e25-4e4c-9a5d-350f296e5acf.txt	17311398680	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:50:44	no id	py	FASPScript8.py	double submit	paste here	case_eb93df3d-9e25-4e4c-9a5d-350f296e5acf.txt	17311398680	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/17/2020, 18:50:45	COMPLETED	py	FASPScript8.py	double submit	10ea9e62-84df-4d43-9c6a-f690208a8302	case_c462e422-eb8d-4daf-9897-2a9c6cbd783a.txt	15897657241	BigQuerySearchClient	Gen3DRSClient	samtoolsSBClient
08/17/2020, 18:50:45	no id	py	FASPScript8.py	double submit	paste here	case_c462e422-eb8d-4daf-9897-2a9c6cbd783a.txt	15897657241	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 18:36:50	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 18:38:00	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 18:42:52	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 18:44:00	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 18:44:35	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 22:40:39	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 22:41:56	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 22:44:09	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 22:44:57	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 22:59:44	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 23:00:20	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/18/2020, 23:01:05	no id	sh	FASPScript1a.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/19/2020, 07:00:58	no id	sh	FASPScript1.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/19/2020, 08:24:19	no id	sh	FASPScript1.py		paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/21/2020, 18:55:15	COMPLETE	WES	FASPScript4.py	WES MD5 from Discovery Search	8812daf4-c227-4cf0-a8f4-3576139e89b7	HG01988_demo.txt	14752069285	DiscoverySearchClient	Gen3DRSClient	DNAStackWESClient
08/21/2020, 19:09:30	EXECUTOR_ERROR	WES	FASPScriptGWAS.py	GWAS	5788cf45-4520-49fc-8d8d-0e408eb95a23	1k_csv.txt	780047	BigQuerySearchClient	sbcgcDRSClient	DNAStackWESClient
08/21/2020, 19:29:42	EXECUTOR_ERROR	WES	FASPScriptGWAS.py	GWAS	a0e8e063-39bb-4bc1-89cd-f76847478cd5	1k_csv.txt	780047	BigQuerySearchClient	sbcgcDRSClient	DNAStackWESClient
08/21/2020, 20:50:01	EXECUTOR_ERROR	WES	FASPScriptGWASTest.py	GWAS	53755330-e8a8-43cc-88a8-a9de231894d8	1k_csv.txt	780047	BigQuerySearchClient	sbcgcDRSClient	DNAStackWESClient
08/21/2020, 21:00:35	EXECUTOR_ERROR	WES	FASPScriptGWASTest.py	GWAS	ffe19e67-2d2f-42f1-85be-c8cd39f81b17	1k_csv.txt	780047	BigQuerySearchClient	sbcgcDRSClient	DNAStackWESClient
08/21/2020, 21:11:02	EXECUTOR_ERROR	WES	FASPScriptGWASTest.py	GWAS	e30a9e27-6882-44ce-b59d-516e309f3de1	1k_csv.txt	780047	BigQuerySearchClient	sbcgcDRSClient	DNAStackWESClient
08/22/2020, 07:47:52	EXECUTOR_ERROR	WES	FASPScriptGWAS.py	GWAS	0af04276-d78c-4d7d-b353-99408ba775fc		19714312656	BigQuerySearchClient	bdcDRSClient	DNAStackWESClient
08/22/2020, 07:52:49	EXECUTOR_ERROR	WES	FASPScriptGWAS.py	GWAS	56d45bee-0022-4a00-ac4d-88e4bb274978		19714312656	BigQuerySearchClient	bdcDRSClient	DNAStackWESClient
08/25/2020, 08:32:06	COMPLETE	WES	FASPScript4.py	WES MD5 from Discovery Search	05e407eb-cf87-46e7-ae68-3def400383ec	HG01988_demo.txt	14752069285	DiscoverySearchClient	Gen3DRSClient	DNAStackWESClient
08/26/2020, 08:11:59	no id	sh	FASPRunner1.py	JMJD1C query 	paste here	TCGA-A5-A0G2.txt	21906286689	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 08:12:01	no id	sh	FASPRunner1.py	JMJD1C query 	paste here	TCGA-A5-A0G2.txt	21906286689	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 08:12:04	no id	sh	FASPRunner1.py	JMJD1C query 	paste here	TCGA-A5-A0G2.txt	21906286689	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 08:49:54	no id	sh	FASPRunner1.py	JMJD1C query 	paste here	TCGA-ND-A4WC.txt	20422857361	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 08:49:57	no id	sh	FASPRunner1.py	JMJD1C query 	paste here	TCGA-HU-A4H3.txt	9282861203	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 08:50:01	no id	sh	FASPRunner1.py	JMJD1C query 	paste here	TCGA-HU-A4GU.txt	9509295402	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 09:17:34	no id	sh	FASPScript7	JMJD1C query 	paste here	TCGA-02-2466.txt	15030040917	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 09:17:35	no id	sh	FASPScript7	JMJD1C query 	paste here	TCGA-02-2466.txt	15030040917	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 09:17:37	no id	sh	FASPScript7	JMJD1C query 	paste here	TCGA-H7-A6C4.txt	12558017712	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 09:58:20	no id	sh	FASPScript7	JMJD1C query 	paste here	TCGA-02-2466.txt	15030040917	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 09:58:22	no id	sh	FASPScript7	JMJD1C query 	paste here	TCGA-02-2466.txt	15030040917	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 09:58:23	no id	sh	FASPScript7	JMJD1C query 	paste here	TCGA-H7-A6C4.txt	12558017712	BigQuerySearchClient	crdcDRSClient	GCPLSsamtools
08/26/2020, 10:18:44	no id	sh	FASPScript1	One k  query 	paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/26/2020, 13:23:50	no id	sh	FASPScript4a.py	One k query using Search and WES	paste here	HG01988_demo.txt	14752069285	DiscoverySearchClient	Gen3DRSClient	DNAStackWESClient
08/26/2020, 13:30:49	task not found	sh	FASPScript4a.py	One k query using Search and WES	<Response [200]>	HG01988_demo.txt	14752069285	DiscoverySearchClient	Gen3DRSClient	DNAStackWESClient
08/26/2020, 13:34:28	task not found	sh	FASPScript4a.py	One k query using Search and WES	<Response [200]>	HG01988_demo.txt	14752069285	DiscoverySearchClient	Gen3DRSClient	DNAStackWESClient
08/26/2020, 13:35:49	COMPLETE	sh	FASPScript4a.py	One k query using Search and WES	d35e560a-92b1-4e09-9e1c-64aaf8b7279e	HG01988_demo.txt	14752069285	DiscoverySearchClient	Gen3DRSClient	DNAStackWESClient
08/26/2020, 16:04:03	no id	sh	FASPScript1	One k  query 	paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	Gen3DRSClient	GCPLSsamtools
08/26/2020, 16:17:44	COMPLETED	sh	FASPScript5a.py	One k query using Search and WES	39beb864-75a9-4268-857e-94fc5d811746	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	crdcDRSClient	samtoolsSBClient
08/26/2020, 16:17:46	COMPLETED	sh	FASPScript5a.py	One k query using Search and WES	3154958a-1d92-4465-babf-6d73022b0940	case_eb93df3d-9e25-4e4c-9a5d-350f296e5acf.txt	17311398680	BigQuerySearchClient	crdcDRSClient	samtoolsSBClient
08/26/2020, 16:17:47	COMPLETED	sh	FASPScript5a.py	One k query using Search and WES	220c211c-de2f-4e81-8379-cdba6ff571d8	case_c462e422-eb8d-4daf-9897-2a9c6cbd783a.txt	15897657241	BigQuerySearchClient	crdcDRSClient	samtoolsSBClient
08/27/2020, 11:58:22	COMPLETED	sh	FASPScript5a.py	GDC query SB compute	6218ba06-1a0a-41fe-9e6a-5833d0614d00	case_b9c6c069-2a2b-4cc7-a398-dc45c132d979.txt	17403585150	BigQuerySearchClient	crdcDRSClient	samtoolsSBClient
08/27/2020, 11:58:24	COMPLETED	sh	FASPScript5a.py	GDC query SB compute	59fdc259-b5cf-4551-848d-2901126a029c	case_eb93df3d-9e25-4e4c-9a5d-350f296e5acf.txt	17311398680	BigQuerySearchClient	crdcDRSClient	samtoolsSBClient
08/27/2020, 11:58:25	COMPLETED	sh	FASPScript5a.py	GDC query SB compute	c6b5bd08-910e-43ea-be9b-f44b2c25b4b6	case_c462e422-eb8d-4daf-9897-2a9c6cbd783a.txt	15897657241	BigQuerySearchClient	crdcDRSClient	samtoolsSBClient
08/27/2020, 13:40:18	EXECUTOR_ERROR	WES	FASPScriptGWAS.py	GWAS	61cc03f0-738c-4d3f-afc0-b0b2c9139ae7		19714312656	BigQuerySearchClient	bdcDRSClient	DNAStackWESClient
08/27/2020, 14:21:01	EXECUTOR_ERROR	WES	FASPScriptGWAS.py	GWAS	85f8f77b-cae5-46d7-bd8e-bf96657626df		19714312656	BigQuerySearchClient	bdcDRSClient	DNAStackWESClient
08/28/2020, 11:19:51	EXECUTOR_ERROR	WES	FASPScriptGWAS.py	GWAS	cc6bedb4-ce7e-47cf-bd19-92971182ade7		19714312656	BigQuerySearchClient	bdcDRSClient	DNAStackWESClient
08/28/2020, 11:35:29	EXECUTOR_ERROR	WES	FASPScriptGWAS.py	GWAS	71d7f970-3037-4fe9-abe6-efc631fb812a		19714312656	BigQuerySearchClient	bdcDRSClient	DNAStackWESClient
08/31/2020, 08:20:03	COMPLETE	sh	FASPScript4.py	One k query using Search and WES	b9ace3a3-e5d9-4307-b6ab-ba7ee3cab0c0	HG01988_demo.txt	14752069285	DiscoverySearchClient	Gen3DRSClient	DNAStackWESClient
08/31/2020, 08:28:06	COMPLETE	sh	FASPScript4a.py	MD5 on GWAS test vcf file	d7c2a006-cf86-4dba-b750-601922370b73	tutorial-synthetic_data_set_1.txt	19714312656	BigQuerySearchClient	bdcDRSClient	DNAStackWESClient
09/02/2020, 08:09:03	no id	sh	FASPScript1	One k  query 	paste here	HG03594_demo.txt	17019635647	BigQuerySearchClient	bdcDRSClient	GCPLSsamtools
09/02/2020, 10:14:47	no id	sh	FASPScript3a.py	One k query using Search	paste here	HG03594_demo.txt	17019635647	DiscoverySearchClient	bdcDRSClient	GCPLSsamtools
09/02/2020, 10:14:49	no id	sh	FASPScript3a.py	One k query using Search	paste here	HG03812_demo.txt	15652205549	DiscoverySearchClient	bdcDRSClient	GCPLSsamtools
09/02/2020, 10:14:51	no id	sh	FASPScript3a.py	One k query using Search	paste here	HG03902_demo.txt	21218520656	DiscoverySearchClient	bdcDRSClient	GCPLSsamtools
